MSRP,Engine HP,Engine Cylinders,city mpg,highway MPG
21840,130.0,4.0,31,38
22490,130.0,4.0,36,39
23990,130.0,4.0,36,39
21990,130.0,4.0,31,38
24140,130.0,4.0,36,39
23490,130.0,4.0,31,38
20145,130.0,4.0,31,38
20795,130.0,4.0,36,39
22640,130.0,4.0,36,39
22140,130.0,4.0,31,38
24440,130.0,4.0,31,38
22790,130.0,4.0,36,39
20295,130.0,4.0,31,38
25090,130.0,4.0,36,39
20945,130.0,4.0,36,39
2000,190.0,6.0,17,22
2000,190.0,6.0,17,22
2000,190.0,6.0,17,22
29145,215.0,6.0,15,23
38545,215.0,6.0,15,23
49470,330.0,6.0,15,22
34195,215.0,6.0,15,23
45170,330.0,6.0,15,22
34185,215.0,6.0,15,23
38955,215.0,6.0,15,23
34595,215.0,6.0,15,23
29510,215.0,6.0,15,23
34560,215.0,6.0,15,23
39130,215.0,6.0,15,23
34735,215.0,6.0,15,23
33540,278.0,6.0,20,30
37090,278.0,6.0,19,28
30890,278.0,6.0,20,30
33015,192.0,4.0,22,31
35640,278.0,6.0,20,30
27230,192.0,4.0,22,31
34990,278.0,6.0,19,28
30915,192.0,4.0,22,31
33690,278.0,6.0,20,30
33165,192.0,4.0,22,31
31065,192.0,4.0,22,31
27380,192.0,4.0,22,31
35790,278.0,6.0,20,30
35140,278.0,6.0,19,28
37240,278.0,6.0,19,28
31040,278.0,6.0,20,30
33315,192.0,4.0,22,31
37390,278.0,6.0,19,28
35940,278.0,6.0,20,30
31190,278.0,6.0,20,30
31215,192.0,4.0,22,31
35290,278.0,6.0,19,28
27530,192.0,4.0,22,31
33840,278.0,6.0,20,30
26395,160.0,4.0,30,34
22395,148.0,4.0,23,31
25095,148.0,4.0,26,34
23395,148.0,4.0,26,34
21595,148.0,4.0,23,31
29995,160.0,4.0,30,34
22495,148.0,4.0,23,30
23495,148.0,4.0,26,33
25195,148.0,4.0,26,33
21695,148.0,4.0,23,30
29205,224.0,8.0,16,24
29905,224.0,8.0,16,24
29905,239.0,8.0,16,24
20195,138.0,4.0,28,42
17845,138.0,4.0,25,36
24370,138.0,4.0,26,38
23370,138.0,4.0,26,38
19165,138.0,4.0,26,38
21470,138.0,4.0,26,39
16120,138.0,4.0,25,36
20195,138.0,4.0,26,38
18970,138.0,4.0,22,35
16170,138.0,4.0,25,36
23270,138.0,4.0,26,38
20095,138.0,4.0,28,42
17745,138.0,4.0,25,36
20095,138.0,4.0,26,38
24270,138.0,4.0,26,38
18870,138.0,4.0,22,35
19065,138.0,4.0,26,38
21370,138.0,4.0,26,39
25660,148.0,4.0,27,46
19120,153.0,4.0,30,42
18120,153.0,4.0,29,41
16620,153.0,4.0,29,41
21120,153.0,4.0,30,42
19820,153.0,4.0,29,41
23120,153.0,4.0,30,42
21920,153.0,4.0,29,38
21240,153.0,4.0,28,37
21450,153.0,4.0,30,40
16975,153.0,4.0,28,39
18525,153.0,4.0,28,39
23475,153.0,4.0,29,39
20150,153.0,4.0,28,39
19525,153.0,4.0,30,40
23945,153.0,4.0,28,37
32200,134.0,4.0,43,40
31250,134.0,4.0,43,40
31250,134.0,4.0,43,40
58395,265.0,4.0,22,31
67570,404.0,6.0,18,26
60395,335.0,6.0,18,27
55495,335.0,6.0,18,27
63570,335.0,6.0,18,27
53495,265.0,4.0,22,31
87465,404.0,6.0,18,26
83465,335.0,6.0,18,27
64395,404.0,6.0,18,26
64395,404.0,6.0,18,26
63595,335.0,6.0,18,27
87495,404.0,6.0,18,26
53495,265.0,4.0,22,30
60395,335.0,6.0,18,27
58395,265.0,4.0,22,30
67595,404.0,6.0,18,26
83495,335.0,6.0,18,27
55495,335.0,6.0,18,27
40615,318.0,6.0,18,27
48150,318.0,6.0,18,27
38715,318.0,6.0,18,27
43950,318.0,6.0,18,27
45850,318.0,6.0,18,27
50050,318.0,6.0,18,27
40805,318.0,6.0,18,27
43950,318.0,6.0,18,27
50050,318.0,6.0,18,27
45850,318.0,6.0,18,27
38905,318.0,6.0,18,27
48150,318.0,6.0,18,27
39495,318.0,6.0,18,27
49995,318.0,6.0,18,27
47995,318.0,6.0,18,27
45795,318.0,6.0,18,27
41495,318.0,6.0,18,27
43795,318.0,6.0,18,27
63215,556.0,8.0,14,19
63600,556.0,8.0,14,19
69900,556.0,8.0,14,19
63215,556.0,8.0,14,19
63215,556.0,8.0,14,19
63600,556.0,8.0,14,19
63600,556.0,8.0,14,19
83995,640.0,8.0,14,21
85995,640.0,8.0,14,21
39015,270.0,6.0,18,27
44190,318.0,6.0,18,26
40915,270.0,6.0,18,26
44050,270.0,6.0,18,26
51650,318.0,6.0,18,26
42150,270.0,6.0,18,27
49750,318.0,6.0,18,26
46090,318.0,6.0,18,26
44190,318.0,6.0,18,26
42150,270.0,6.0,18,26
41105,270.0,6.0,18,26
49750,318.0,6.0,18,26
46090,318.0,6.0,18,26
39205,270.0,6.0,18,26
51650,318.0,6.0,18,26
44050,270.0,6.0,18,26
49795,318.0,6.0,18,26
44095,270.0,6.0,18,26
42195,270.0,6.0,18,26
46095,318.0,6.0,18,26
44195,318.0,6.0,18,26
51695,318.0,6.0,18,26
54970,321.0,6.0,18,26
51270,272.0,4.0,20,30
53270,272.0,4.0,19,28
62070,272.0,4.0,19,28
63770,321.0,6.0,18,26
61770,321.0,6.0,18,29
69340,420.0,6.0,16,24
47345,272.0,4.0,19,28
59370,321.0,6.0,18,26
45345,272.0,4.0,20,30
55670,272.0,4.0,20,30
57670,272.0,4.0,19,28
60070,272.0,4.0,20,30
52970,321.0,6.0,18,29
57370,321.0,6.0,18,29
59340,420.0,6.0,16,24
58285,335.0,6.0,20,30
45560,268.0,4.0,21,31
60685,268.0,4.0,21,31
59955,420.0,6.0,16,24
51285,268.0,4.0,21,31
69955,420.0,6.0,16,24
53285,268.0,4.0,21,29
60285,335.0,6.0,19,28
53285,335.0,6.0,20,30
62685,335.0,6.0,20,30
58285,268.0,4.0,21,29
64685,335.0,6.0,19,28
62685,268.0,4.0,21,29
56285,268.0,4.0,21,31
55285,335.0,6.0,19,28
47560,268.0,4.0,21,29
61195,335.0,6.0,19,27
51695,268.0,4.0,22,30
70795,420.0,6.0,16,24
47995,268.0,4.0,21,29
55695,335.0,6.0,19,27
59195,335.0,6.0,20,30
53695,335.0,6.0,20,30
53695,268.0,4.0,21,29
60695,420.0,6.0,16,24
45995,268.0,4.0,22,30
14980,122.0,4.0,25,30
18680,122.0,4.0,27,31
16580,122.0,4.0,25,30
17580,122.0,4.0,27,31
16760,122.0,4.0,25,30
18860,122.0,4.0,27,31
17760,122.0,4.0,27,31
19000,122.0,4.0,27,31
16900,122.0,4.0,25,30
17900,122.0,4.0,27,31
2000,140.0,8.0,15,22
2000,170.0,8.0,15,23
2000,170.0,8.0,15,23
2000,110.0,4.0,19,30
2000,160.0,4.0,20,28
2000,180.0,4.0,19,29
2000,110.0,4.0,19,30
2000,180.0,4.0,19,29
2000,160.0,4.0,20,28
2000,110.0,4.0,19,31
2000,110.0,4.0,19,31
2000,160.0,4.0,21,30
2000,160.0,4.0,21,30
2000,180.0,4.0,21,30
2000,180.0,4.0,21,30
2000,160.0,6.0,17,24
2000,160.0,6.0,17,27
2000,110.0,4.0,19,28
2000,110.0,4.0,19,28
2000,160.0,4.0,21,28
2000,160.0,6.0,18,26
2000,160.0,4.0,18,26
2000,160.0,6.0,17,24
2000,120.0,4.0,22,28
2000,120.0,6.0,17,26
2000,160.0,6.0,17,26
2000,160.0,6.0,17,26
2000,160.0,6.0,17,26
2000,160.0,6.0,17,26
2000,160.0,6.0,18,26
2000,160.0,6.0,18,26
2000,160.0,6.0,18,26
2000,160.0,6.0,18,26
2000,155.0,6.0,18,26
2000,155.0,6.0,17,27
2079,155.0,6.0,17,27
2045,150.0,6.0,17,26
2148,150.0,6.0,17,26
19960,146.0,4.0,29,35
21960,146.0,4.0,29,35
26240,146.0,4.0,27,32
23210,146.0,4.0,27,32
21210,146.0,4.0,27,32
24990,146.0,4.0,29,35
24990,146.0,4.0,29,34
19960,146.0,4.0,29,34
21960,146.0,4.0,29,34
23210,146.0,4.0,27,32
26240,146.0,4.0,27,32
21210,146.0,4.0,27,32
22795,155.0,4.0,26,32
24045,155.0,4.0,25,31
24815,184.0,4.0,25,32
26065,184.0,4.0,24,30
29070,184.0,4.0,24,30
21395,155.0,4.0,26,35
27820,184.0,4.0,25,32
27970,184.0,4.0,25,32
29220,184.0,4.0,24,30
26215,184.0,4.0,24,30
21545,155.0,4.0,26,35
24965,184.0,4.0,25,32
22945,155.0,4.0,26,32
24195,155.0,4.0,25,31
24395,184.0,4.0,24,30
21795,155.0,4.0,26,35
26465,184.0,4.0,24,30
24445,184.0,4.0,24,30
23195,184.0,4.0,26,33
24895,184.0,4.0,24,30
29870,184.0,4.0,24,30
28570,184.0,4.0,26,33
29470,184.0,4.0,24,30
25215,184.0,4.0,26,33
23595,184.0,4.0,26,33
28220,184.0,4.0,26,33
26515,184.0,4.0,24,30
25950,244.0,4.0,18,25
27650,244.0,4.0,17,23
31335,244.0,4.0,18,25
33035,244.0,4.0,17,23
21700,161.0,4.0,20,28
22490,161.0,4.0,20,28
33340,244.0,4.0,17,21
31640,244.0,4.0,18,24
21990,161.0,4.0,20,28
27955,244.0,4.0,17,21
22795,161.0,4.0,20,28
26390,161.0,4.0,20,28
26255,244.0,4.0,18,24
26455,244.0,4.0,18,24
31840,244.0,4.0,18,24
26590,161.0,4.0,20,27
22995,161.0,4.0,20,27
28155,244.0,4.0,17,21
33540,244.0,4.0,17,21
22190,161.0,4.0,20,27
31575,273.0,6.0,16,22
29985,273.0,6.0,17,24
32480,273.0,6.0,17,24
36625,273.0,6.0,16,22
35035,273.0,6.0,17,24
34070,273.0,6.0,16,22
35035,273.0,6.0,17,24
36625,273.0,6.0,16,22
31575,273.0,6.0,16,22
34070,273.0,6.0,16,22
32480,273.0,6.0,17,24
29985,273.0,6.0,17,24
35970,227.0,4.0,22,28
33320,227.0,4.0,21,27
41970,227.0,4.0,21,27
40170,227.0,4.0,22,28
31520,227.0,4.0,22,28
44015,227.0,4.0,21,27
37770,227.0,4.0,21,27
26170,210.0,6.0,15,20
27780,302.0,8.0,14,19
22030,210.0,6.0,15,20
27625,210.0,6.0,14,18
25245,210.0,6.0,15,19
26280,210.0,6.0,14,18
24720,210.0,6.0,15,19
30155,210.0,6.0,14,18
30780,210.0,6.0,14,18
23640,210.0,6.0,16,20
25395,210.0,6.0,16,20
28580,210.0,6.0,15,19
26590,210.0,6.0,15,19
24010,210.0,6.0,15,20
30510,210.0,6.0,14,18
26120,210.0,6.0,15,19
26920,210.0,6.0,15,20
26540,210.0,6.0,15,20
32135,302.0,8.0,14,18
27935,210.0,6.0,15,19
22505,210.0,6.0,16,20
24985,210.0,6.0,16,20
26935,210.0,6.0,15,20
30760,302.0,8.0,14,19
28520,302.0,8.0,14,19
29095,210.0,6.0,14,18
20470,210.0,6.0,16,20
20995,210.0,6.0,16,20
28630,210.0,6.0,15,20
31630,210.0,6.0,14,18
23710,210.0,6.0,15,20
25260,210.0,6.0,16,20
29355,210.0,6.0,14,18
31045,210.0,6.0,14,18
27960,210.0,6.0,14,18
30155,210.0,6.0,14,18
28210,210.0,6.0,15,19
26405,210.0,6.0,15,20
29985,210.0,6.0,14,18
26810,210.0,6.0,14,18
27315,210.0,6.0,15,20
22560,210.0,6.0,15,20
26325,210.0,6.0,15,20
27880,210.0,6.0,14,18
25305,210.0,6.0,15,20
28255,210.0,6.0,14,18
23630,210.0,6.0,15,20
27005,210.0,6.0,14,18
29275,210.0,6.0,14,18
22755,210.0,6.0,15,20
33180,210.0,6.0,14,18
31365,302.0,8.0,14,19
30180,210.0,6.0,15,20
16495,160.0,4.0,25,36
18595,184.0,4.0,22,35
22995,184.0,4.0,23,35
19995,160.0,4.0,28,41
20995,184.0,4.0,23,33
21645,184.0,4.0,23,33
19000,184.0,4.0,22,35
20495,160.0,4.0,28,41
23795,184.0,4.0,23,35
16495,160.0,4.0,25,36
19495,160.0,4.0,27,39
18995,160.0,4.0,25,36
19395,184.0,4.0,22,35
17995,160.0,4.0,25,36
24395,184.0,4.0,23,35
19595,160.0,4.0,25,36
16995,160.0,4.0,25,36
21095,160.0,4.0,27,39
22095,184.0,4.0,22,35
20995,184.0,4.0,22,35
21595,184.0,4.0,22,35
335000,563.0,12.0,12,19
2000,152.0,4.0,18,24
2000,152.0,4.0,18,24
2000,100.0,4.0,21,31
2000,141.0,6.0,17,25
2000,224.0,4.0,17,24
2000,141.0,6.0,17,26
2000,100.0,4.0,20,29
2000,100.0,4.0,22,29
2000,141.0,6.0,17,25
2000,224.0,4.0,17,24
156300,420.0,12.0,11,18
151800,420.0,12.0,10,17
156300,435.0,12.0,9,15
141800,420.0,12.0,10,17
235307,540.0,12.0,13,19
213250,540.0,12.0,13,19
198250,540.0,12.0,13,19
198700,510.0,12.0,13,19
183700,510.0,12.0,13,19
200800,510.0,12.0,13,19
185800,510.0,12.0,13,19
198295,510.0,12.0,13,19
188295,510.0,12.0,13,19
203295,510.0,12.0,13,19
213295,510.0,12.0,13,19
283900,510.0,12.0,12,18
279500,510.0,12.0,11,17
270400,510.0,12.0,12,18
266000,510.0,12.0,11,17
282295,510.0,12.0,11,17
268660,510.0,12.0,11,17
273104,510.0,12.0,12,18
286739,510.0,12.0,12,18
295987,510.0,12.0,11,17
275861,510.0,12.0,12,18
284576,510.0,12.0,11,17
296387,510.0,12.0,12,18
290461,510.0,12.0,11,17
284976,510.0,12.0,12,18
290861,510.0,12.0,12,18
275461,510.0,12.0,11,17
27736,182.0,8.0,12,15
30709,182.0,8.0,12,15
36931,182.0,8.0,12,14
39669,182.0,8.0,12,14
49150,275.0,8.0,16,25
49150,300.0,8.0,16,25
44400,275.0,8.0,16,25
50750,300.0,8.0,16,24
50750,275.0,8.0,16,24
45600,275.0,8.0,16,24
51600,275.0,8.0,15,22
46430,275.0,8.0,15,22
46045,275.0,8.0,15,22
51600,290.0,8.0,16,24
294900,550.0,12.0,9,12
28447,205.0,6.0,16,23
26997,210.0,6.0,16,23
25687,205.0,6.0,16,23
25997,205.0,6.0,16,23
28447,205.0,6.0,16,23
27097,210.0,6.0,16,23
24999,205.0,6.0,15,23
26819,210.0,6.0,15,23
27619,205.0,6.0,15,23
2561,188.0,8.0,12,16
36350,188.0,8.0,12,16
33350,188.0,8.0,12,16
34350,188.0,8.0,12,16
33350,188.0,8.0,12,16
37150,188.0,8.0,12,16
37070,240.0,4.0,20,26
45570,240.0,4.0,20,26
41570,240.0,4.0,20,26
41955,240.0,4.0,20,26
45955,240.0,4.0,20,26
37455,240.0,4.0,20,26
46595,240.0,4.0,20,25
42195,240.0,4.0,20,25
37695,240.0,4.0,20,25
34350,217.0,8.0,11,14
40350,217.0,8.0,11,14
38350,217.0,8.0,11,14
38685,217.0,8.0,11,14
40685,217.0,8.0,11,14
34330,217.0,8.0,11,14
51460,275.0,8.0,15,23
46280,275.0,8.0,15,23
49730,275.0,8.0,15,23
54230,292.0,8.0,15,22
49230,275.0,8.0,15,23
47625,275.0,8.0,15,23
46280,275.0,8.0,15,23
51525,275.0,8.0,15,23
54425,275.0,8.0,15,23
59475,292.0,8.0,15,22
59875,292.0,8.0,15,23
51925,275.0,8.0,15,23
54825,275.0,8.0,15,23
46680,275.0,8.0,15,23
36895,290.0,6.0,18,25
42495,360.0,8.0,14,22
39495,290.0,6.0,17,24
40995,290.0,6.0,18,25
33095,290.0,6.0,17,24
43595,290.0,6.0,17,24
39995,360.0,8.0,14,23
30495,290.0,6.0,18,25
41995,360.0,8.0,14,22
39595,293.0,6.0,18,25
30495,293.0,6.0,19,27
43895,295.0,6.0,18,25
33095,293.0,6.0,18,25
44595,360.0,8.0,14,22
42390,295.0,6.0,19,27
36995,293.0,6.0,19,27
41295,295.0,6.0,19,27
44990,295.0,6.0,18,25
37495,295.0,6.0,19,26
42490,295.0,6.0,19,26
40095,295.0,6.0,18,25
42095,360.0,8.0,14,22
29995,295.0,6.0,19,26
44695,360.0,8.0,14,22
41395,295.0,6.0,19,26
43995,295.0,6.0,18,25
45090,295.0,6.0,18,25
32595,295.0,6.0,18,25
2000,100.0,4.0,18,24
2000,141.0,6.0,18,24
2000,100.0,4.0,19,26
2000,141.0,6.0,18,24
2000,141.0,6.0,18,26
2000,100.0,4.0,18,24
2000,199.0,6.0,11,15
2000,145.0,6.0,12,14
2000,145.0,6.0,11,15
2000,200.0,6.0,12,17
2123,200.0,6.0,12,17
2074,200.0,6.0,12,17
2000,200.0,6.0,14,18
2301,200.0,6.0,12,17
2079,200.0,6.0,13,18
2256,200.0,6.0,12,17
2169,200.0,6.0,12,17
2000,199.0,6.0,11,13
2000,145.0,6.0,11,13
2000,200.0,6.0,12,17
2000,200.0,6.0,12,17
2080,235.0,6.0,13,17
2107,235.0,6.0,13,17
55850,329.0,6.0,20,28
93600,550.0,8.0,16,23
53350,329.0,6.0,20,29
57100,302.0,6.0,24,29
54800,302.0,6.0,20,28
59000,302.0,6.0,20,27
54300,195.0,4.0,27,38
67750,402.0,8.0,17,26
52300,302.0,6.0,20,29
100600,577.0,8.0,15,22
103200,577.0,8.0,15,21
64850,329.0,6.0,20,28
59400,402.0,8.0,18,26
61350,329.0,6.0,20,29
51800,195.0,4.0,28,42
62350,329.0,6.0,20,29
63100,329.0,6.0,20,29
59900,302.0,6.0,20,27
55150,195.0,4.0,27,38
53100,302.0,6.0,20,29
65600,329.0,6.0,20,28
101700,577.0,8.0,15,22
55600,302.0,6.0,20,28
54200,329.0,6.0,20,29
60300,402.0,8.0,18,26
62250,329.0,6.0,20,29
68700,402.0,8.0,17,26
104300,577.0,8.0,15,21
52650,195.0,4.0,28,42
56700,329.0,6.0,20,28
62600,329.0,6.0,20,29
54650,241.0,4.0,22,29
57050,329.0,6.0,20,28
52150,241.0,4.0,22,30
54550,329.0,6.0,20,29
60650,402.0,8.0,18,26
69100,402.0,8.0,17,25
33450,115.0,6.0,126,105
35445,115.0,6.0,126,105
28995,115.0,6.0,126,105
35595,115.0,6.0,126,105
31460,255.0,8.0,12,16
26630,225.0,8.0,13,17
27630,225.0,8.0,13,17
28985,225.0,8.0,13,17
27840,225.0,8.0,13,17
30560,255.0,8.0,12,16
27325,225.0,8.0,13,17
31485,255.0,8.0,12,16
30145,225.0,8.0,13,17
28785,225.0,8.0,13,17
28540,225.0,8.0,13,17
32385,255.0,8.0,12,16
28600,225.0,8.0,13,16
32760,255.0,8.0,12,16
30060,225.0,8.0,13,16
31420,225.0,8.0,13,16
33660,255.0,8.0,12,16
29815,225.0,8.0,13,16
28760,225.0,8.0,13,16
34320,255.0,8.0,11,15
35620,255.0,8.0,11,15
34160,255.0,8.0,11,15
31200,225.0,8.0,13,16
31855,255.0,8.0,11,15
35245,255.0,8.0,11,15
36545,255.0,8.0,11,15
32785,255.0,8.0,11,15
35085,255.0,8.0,11,15
29455,225.0,8.0,13,16
31900,225.0,8.0,13,16
32675,225.0,8.0,13,16
37320,255.0,8.0,11,15
36020,255.0,8.0,11,15
35860,255.0,8.0,11,15
33560,255.0,8.0,11,15
30230,225.0,8.0,13,16
5878,349.0,8.0,15,21
6120,349.0,8.0,15,21
10775,108.0,4.0,30,38
11575,108.0,4.0,28,36
10245,108.0,4.0,30,38
11045,108.0,4.0,28,36
10885,108.0,4.0,30,38
11685,108.0,4.0,28,36
11155,108.0,4.0,28,36
10355,108.0,4.0,30,38
10985,108.0,4.0,30,38
11255,108.0,4.0,28,36
11785,108.0,4.0,28,36
10455,108.0,4.0,30,38
27799,162.0,4.0,19,26
32599,265.0,6.0,16,24
32599,265.0,6.0,16,24
27999,162.0,4.0,20,27
28299,162.0,4.0,20,27
32599,265.0,6.0,16,24
27999,162.0,4.0,20,27
24699,162.0,4.0,20,27
20699,162.0,4.0,20,28
29089,265.0,6.0,16,24
21699,162.0,4.0,20,27
28089,265.0,6.0,16,25
24699,162.0,4.0,20,28
19999,162.0,4.0,20,28
18999,162.0,4.0,20,28
29089,265.0,6.0,17,25
19499,162.0,4.0,20,28
20499,162.0,4.0,20,28
24699,162.0,4.0,20,28
29089,265.0,6.0,17,25
30095,245.0,4.0,20,28
33495,245.0,4.0,20,28
28100,245.0,4.0,20,30
31500,245.0,4.0,20,30
40095,315.0,6.0,17,24
38100,315.0,6.0,18,27
37595,245.0,4.0,20,28
35600,245.0,4.0,20,30
28700,245.0,4.0,20,30
30695,245.0,4.0,20,28
31790,245.0,4.0,20,30
37595,245.0,4.0,20,28
40900,315.0,6.0,17,24
33785,245.0,4.0,20,28
35600,245.0,4.0,20,30
28950,245.0,4.0,21,29
37595,245.0,4.0,20,27
40900,315.0,6.0,17,24
30945,245.0,4.0,20,27
33785,245.0,4.0,20,27
31790,245.0,4.0,20,29
35600,245.0,4.0,20,29
2000,170.0,6.0,17,26
2000,170.0,6.0,17,26
2000,205.0,6.0,17,26
2000,225.0,6.0,17,26
2000,205.0,6.0,17,26
2000,205.0,6.0,17,27
2098,205.0,6.0,17,27
2210,205.0,6.0,17,27
2107,205.0,6.0,17,27
2320,205.0,6.0,17,27
18595,145.0,4.0,27,37
18595,148.0,4.0,27,37
19895,148.0,4.0,28,38
20895,145.0,4.0,27,37
20895,148.0,4.0,27,37
17595,148.0,4.0,28,38
19600,166.0,4.0,24,34
19600,173.0,4.0,24,34
19800,173.0,4.0,24,33
18800,173.0,4.0,24,34
18800,173.0,4.0,24,33
19800,173.0,4.0,24,33
18800,173.0,4.0,24,32
19800,173.0,4.0,24,32
17195,138.0,4.0,23,30
19795,138.0,4.0,23,30
15995,138.0,4.0,23,31
18995,138.0,4.0,23,31
15995,138.0,4.0,23,31
19495,138.0,4.0,23,31
17195,138.0,4.0,23,30
20295,138.0,4.0,23,30
17195,138.0,4.0,23,30
15995,138.0,4.0,23,31
19495,138.0,4.0,23,31
20295,138.0,4.0,23,30
22600,173.0,4.0,24,35
21700,145.0,4.0,27,37
18250,145.0,4.0,28,38
17250,145.0,4.0,27,37
22600,166.0,4.0,24,35
21600,173.0,4.0,24,34
21250,173.0,4.0,24,35
18250,145.0,4.0,28,38
21250,166.0,4.0,24,35
21700,145.0,4.0,27,37
20250,173.0,4.0,24,34
17250,145.0,4.0,27,37
19700,145.0,4.0,28,38
18150,147.0,4.0,29,38
22350,147.0,4.0,28,37
20650,128.0,4.0,32,40
17150,147.0,4.0,26,36
22750,201.0,4.0,26,33
21650,201.0,4.0,22,30
20250,147.0,4.0,29,38
2905,275.0,8.0,15,25
3257,300.0,8.0,15,25
44011,300.0,8.0,15,25
40436,275.0,8.0,15,25
47660,300.0,8.0,16,25
45265,300.0,8.0,16,25
42130,275.0,8.0,16,25
2000,165.0,6.0,16,25
22785,166.0,4.0,18,23
25770,166.0,4.0,20,25
23270,166.0,4.0,18,23
23585,166.0,4.0,19,24
20275,166.0,4.0,20,25
24085,166.0,4.0,20,25
25285,166.0,4.0,19,24
21475,166.0,4.0,19,24
24070,166.0,4.0,20,25
22385,166.0,4.0,20,25
23885,166.0,4.0,19,24
22635,166.0,4.0,20,25
24335,166.0,4.0,20,25
25585,166.0,4.0,19,24
20525,166.0,4.0,20,25
21775,166.0,4.0,19,24
24320,166.0,4.0,20,25
24185,166.0,4.0,19,24
22075,166.0,4.0,19,24
20825,166.0,4.0,20,25
22935,166.0,4.0,20,25
43995,189.0,4.0,21,27
54990,218.0,4.0,20,26
47250,189.0,4.0,21,27
47250,189.0,4.0,21,27
54990,218.0,4.0,20,26
51845,189.0,4.0,21,27
54990,217.0,4.0,20,26
57950,217.0,4.0,20,26
49305,288.0,6.0,16,22
39050,288.0,6.0,17,24
43450,288.0,6.0,17,24
45450,288.0,6.0,16,22
47305,288.0,6.0,17,24
43660,288.0,6.0,15,22
49515,288.0,6.0,15,22
39065,288.0,6.0,15,22
47515,288.0,6.0,15,22
45660,288.0,6.0,15,22
39065,288.0,6.0,15,22
45765,288.0,6.0,15,22
47625,288.0,6.0,15,22
43765,288.0,6.0,15,22
49625,288.0,6.0,15,22
29450,138.0,4.0,23,30
27655,138.0,4.0,23,30
25565,138.0,4.0,23,30
29435,138.0,4.0,25,33
27950,138.0,4.0,25,33
24065,138.0,4.0,25,33
26155,138.0,4.0,25,33
30935,138.0,4.0,23,30
31285,138.0,4.0,23,30
25565,138.0,4.0,23,30
28300,138.0,4.0,25,33
29785,138.0,4.0,25,33
28850,153.0,4.0,26,32
24065,138.0,4.0,25,33
27350,153.0,4.0,28,34
29800,138.0,4.0,23,30
26355,138.0,4.0,25,33
27855,138.0,4.0,23,30
31965,138.0,4.0,24,30
26865,138.0,4.0,25,33
30565,138.0,4.0,24,30
25565,138.0,4.0,28,34
27065,138.0,4.0,26,31
28365,138.0,4.0,24,30
30465,138.0,4.0,25,33
24365,138.0,4.0,25,33
25865,138.0,4.0,24,30
29065,138.0,4.0,25,33
29099,225.0,6.0,15,19
27599,225.0,6.0,15,22
29999,225.0,6.0,15,21
31499,225.0,6.0,15,19
27999,225.0,6.0,15,21
28299,225.0,6.0,15,21
32099,225.0,6.0,15,21
33599,225.0,6.0,15,19
26395,242.0,6.0,16,23
28895,242.0,6.0,16,23
23895,242.0,6.0,16,23
29895,250.0,6.0,16,23
23995,250.0,6.0,16,23
42070,252.0,4.0,20,26
44710,252.0,4.0,20,26
39570,197.0,4.0,21,28
44960,252.0,4.0,20,26
35870,197.0,4.0,22,29
42320,252.0,4.0,20,26
37720,197.0,4.0,21,28
37720,197.0,4.0,22,29
33570,275.0,6.0,13,18
38120,275.0,6.0,13,18
31320,275.0,6.0,13,18
35870,275.0,6.0,13,18
33810,275.0,6.0,13,18
36060,275.0,6.0,12,17
38160,300.0,8.0,13,19
31945,275.0,6.0,12,17
40235,300.0,8.0,13,18
29695,275.0,6.0,13,18
33160,291.0,6.0,13,18
37600,300.0,8.0,13,18
29630,291.0,6.0,13,18
30910,291.0,6.0,14,19
35350,300.0,8.0,14,19
27380,291.0,6.0,14,19
36115,275.0,6.0,12,17
29780,275.0,6.0,13,18
33865,275.0,6.0,13,18
32030,275.0,6.0,12,17
32960,291.0,6.0,14,20
26760,291.0,6.0,14,20
30770,291.0,6.0,14,20
34990,302.0,8.0,14,20
28950,291.0,6.0,14,20
37190,302.0,8.0,13,19
34020,285.0,6.0,14,20
27980,285.0,6.0,14,20
37105,300.0,8.0,13,19
34970,300.0,8.0,14,20
30115,285.0,6.0,14,20
31885,285.0,6.0,14,20
35615,285.0,6.0,14,20
36535,300.0,8.0,15,21
30625,285.0,6.0,14,20
32760,285.0,6.0,14,20
38670,300.0,8.0,14,20
33480,285.0,6.0,14,20
643330,660.0,12.0,7,12
38325,200.0,4.0,22,30
42095,200.0,4.0,22,30
35595,200.0,4.0,22,30
39545,200.0,4.0,22,30
42745,200.0,4.0,22,30
36145,200.0,4.0,22,30
31995,200.0,4.0,22,30
22075,152.0,4.0,17,22
25645,261.0,6.0,15,19
24775,261.0,6.0,15,20
28850,261.0,6.0,15,19
30900,261.0,6.0,15,19
17520,152.0,4.0,19,23
25125,261.0,6.0,15,20
23245,261.0,6.0,15,20
27825,261.0,6.0,15,19
18825,152.0,4.0,19,23
25979,261.0,6.0,14,19
25279,261.0,6.0,15,20
28279,261.0,6.0,14,19
17595,152.0,4.0,19,23
29150,261.0,6.0,14,19
22479,152.0,4.0,17,22
19299,152.0,4.0,19,23
17899,152.0,4.0,19,23
28699,261.0,6.0,15,19
25699,261.0,6.0,15,20
22799,152.0,4.0,17,22
29550,261.0,6.0,15,19
26299,261.0,6.0,14,19
26270,182.0,4.0,20,29
26170,182.0,4.0,22,32
27920,182.0,4.0,20,29
28170,182.0,4.0,22,32
31920,182.0,4.0,22,32
33670,182.0,4.0,20,29
24520,182.0,4.0,22,32
